id,title,content
4106,Article 4106,"""Heavy, thick, sloppy, nasty. I don't want to deal with it but if we don't want to deal with it let's move to Florida or somewhere wher"
4107,Article 4107,"e it's warm,"" said Greg Larson. Florida definitely didn't get eight-and-a-half inches like what fell in Brooklyn Center. Snowblowers an"
4108,Article 4108,"d shovels took care of streets and sidewalks. Snow removal also kept businesses, busy. ""It's rock n roll time here in Minnesota for sur"
4109,Article 4109,"e,"" said Stephen Rubenstein of Top Golf. ""We are plowing the field, we are clearing nets. We are trying to recover as many balls as we "
4110,Article 4110,"possibly can."" About 20 Topgolf employees worked through the night, clearing snow. It's just part of winter golf in the bold north."
4111,Article 4111,"When it snows this much Topgolf has to adjust in other ways as well. There are actually people working inside the targets, removing sno"
4112,Article 4112,"w so when the golf balls land inside the scores still register. ""I was wondering how that worked. How they were able to clear all of th"
4113,Article 4113,"at. But they've done a great job getting it ready for today,"" said golfer Debbie Trent. One storm down and it's unclear how many more a"
4114,Article 4114,"wait. Even when the streets are covered in snow, some people still choose to take the high road. ""I was supposed to go to school this m"
4115,Article 4115,"orning, but I didn't. It got cancelled. Which is good because now I can spend more time with my family,"" said Arcand. 'It Touched All O"
4116,Article 4116,"f Us': Community Reeling From Triple Murder-Suicide That Left Kjersten Schladetzky & Her 2 Sons Dead minnesota December 2, 2019 / 10:23"
4117,Article 4117,"PM CST / CBS Minnesota MINNEAPOLIS (WCCO) -- For many in south Minneapolis, it's hard if not impossible to describe the terrible sadnes"
4118,Article 4118,s and shock in wake of Sunday's triple homicide and suicide. The horrific scene played out around 10 a.m. Sunday at the home on the 270
4119,Article 4119,"0 block of Oakland Avenue South. Neighbors witnessed two boys, ages 8 and 11, as they were shot out on the yard by their 53-year-old fa"
4120,Article 4120,"ther, David Schladetzky. David and Kjersten Schladetzky, 39, were recently divorced; it was finalized in Hennepin County court on June "
4121,Article 4121,20. The couple agreed to joint custody of their two boys. Shooting Victims - Kjersten Schladetzky Kjersten Schladetzky and her 2 sons (
4122,Article 4122,"credit: Facebook)(credit: Facebook) Neighbor Erik Wiltscheck says he saw David shoot his sons, William and Nelson, in the front yard wi"
4123,Article 4123,"th their backpacks on. Wiltscheck was begging Schladetzky to stop. ""I had no doubt it was the dad when I was on the 911 [call]. I was s"
4124,Article 4124,"aying, 'The dad's shooting his kids,'"" Wiltscheck said. ""I will relive this over and over and over again."" David then went inside and s"
4125,Article 4125,"hot Kjersten, before turning the gun on himself. Neighbor Eric Stiver saw the aftermath from his bedroom window. ""That was the hardest,"
4126,Article 4126,"seeing that, them laying out in the snow,"" Stiver said. The shooting led to a standoff with police officers and SWAT teams, lasting sev"
4127,Article 4127,"eral hours. Crime scene investigators and detectives were at the scene well into the night, hours after the tragic incident came to its"
4128,Article 4128,conclusion. Dozens of people gathered outside of the home Monday evening for a vigil organized by the outreach group A Mother's Love.
4129,Article 4129,"""God, we need you to send the spirit of comfort right now,"" said K.G. Wilson of A Mother's Love. ""Lord God, we just come to you right n"
4130,Article 4130,"ow, God, with broken hearts."" Confusion, anger, sadness are just a few of the emotions motivating this group to grieve together over th"
4131,Article 4131,"e loss of a family to domestic-related gun violence. Several Minneapolis Police officers attended the vigil, including Sgt. Deitan Dubu"
4132,Article 4132,"c. ""I responded [Sunday] and I was on scene for a few hours. And I have kids myself. It touched all of us,"" Dubuc said. Trying to under"
4133,Article 4133,"stand how someone could kill their family members, especially kids, weighed on so many in the neighborhood. David Schladetzky, Kjersten"
4134,Article 4134,"Schladetzky and their 2 sons David Schladetzky, Kjersten Schladetzky and their 2 sons .(credit: Facebook) ""That was the first thing I t"
4135,Article 4135,"hought about, too,"" said Wilson. ""I was like 'Oh my God,' I couldn't imagine this being like one of my grandchildren or one of my child"
4136,Article 4136,"ren."" A Mother's Love organized the vigil in part to raise awareness about domestic violence issues, such as the fatal shooting of a wo"
4137,Article 4137,man in north Minneapolis on Thanksgiving. Lisa Clemons of A Mother's Love said that victim was gunned down in front of her 2-year-old d
4138,Article 4138,"aughter. ""Now we stand on this very spot where a mom, regardless of her color, was gunned down with her children,"" Clemons said. ""What "
4139,Article 4139,"do we do about that? What do we say to our kids?"" It's a conversation the Minneapolis Police Department is ready to help guide, noting "
4140,Article 4140,"that chaplains are available to those who need one, especially those who witnessed the shooting. ""I think the most important part is fo"
4141,Article 4141,"r people to understand they're not alone, and it's important to come out and reach out for the help because we're here,"" said Sgt. Dubu"
4142,Article 4142,"c. WCCO contacted Kjersten Schladetzky's employer of the past five years, Tessitura Network. It is a nonprofit company providing softwa"
4143,Article 4143,"re services to museums, art galleries and other institutions. CEO Jack Rubin gave this statement to WCCO: We are completely shocked, st"
4144,Article 4144,"unned and saddened. Kjersten was a kind and thoughtful colleague, a mentor to many. So well respected and valued across the company. Ou"
4145,Article 4145,"r thoughts are with her family. We are completely shocked and stunned, saddened. Kjersten was a kind and thoughtful colleague, a mentor"
4146,Article 4146,to many.  So well respected and valued across the company. Our thoughts are with her family. Minneapolis Public Schools can't confirm t
4147,Article 4147,"he boys were students, but said that in tragedies of this nature, they do provide counseling and grief support help to the affected stu"
4148,Article 4148,"dents and staff. For those suffering from depression and suicidal thoughts, there is help available at the National Suicide Prevention "
4149,Article 4149,Hotline. Call 1-800-273-8255. Also available is the hotline from the National Alliance on Mental Illness at 651-645-2948.
4150,Article 4150,The Twin Cities also has several crisis lines: Anoka: 763-755-3801 Carver/Scott: 952-442-7601 Dakota: 952-891-7171 Washington: 651-777-
4151,Article 4151,5222 Hennepin-Adult: 612-596-1223 Hennepin-Child: 612-348-2233 Ramsey-Adult: 651-266-7900 3 Minnesota National Guard Soldiers Killed In
4152,Article 4152,"Black Hawk Helicopter Crash Near St. Cloud minnesota December 5, 2019 / 9:04 PM CST / CBS Minnesota MINNEAPOLIS (WCCO) -- Gov. Tim Walz"
4153,Article 4153,announced Thursday night that three Army National Guard soldiers were killed in a UH-60 Black Hawk helicopter crash in Stearns County.
4154,Article 4154,Minnesota National Guard officials say say the aircraft's three-member crew lost contact with air traffic controllers at St. Cloud Army
4155,Article 4155,"Aviation Facility at about 2:05 p.m. The crew was conducting a maintenance test flight. A mayday call was put out, leading to the activ"
4156,Article 4156,"ation of the Minnesota Aviation Rescue Team (MART), which includes the assistance of St. Paul firefighters and a Minnesota State Patrol"
4157,Article 4157,"helicopter, which found the Black Hawk about 90 minutes after it went missing. National Guard Black Hawk Crash (credit: CBS)"
4158,Article 4158,"The aircraft was found tangled in trees on a farm in Kimball, located about 16 miles southwest of St. Cloud. Walz, a former Minnesota N"
4159,Article 4159,"ational Guard soldier, cancelled the lighting ceremony of the governor's mansion Christmas tree Thursday evening to travel to St. Cloud"
4160,Article 4160,". ""Words will never ease the pain of this tragic loss, and the state of Minnesota is forever in debt of these warriors,"" Walz said. ""Th"
4161,Article 4161,"e coming days will be dark and difficult. The state of Minnesota stands at the ready to assist the families of all fallen heroes."""
4162,Article 4162,The identities of the victims have not been released. A state lawmaker has said they were members of the 34th Combat Aviation Brigade.
4163,Article 4163,Investigators from the Army Safety Center out of Fort Rucker in Alabama are expected to arrive Friday to begin investigating the cause 
4164,Article 4164,of the crash. 2019: The year in pictures News Entertainment Sports The biggest news and the most eye-catching photos from 2019
4165,Article 4165,Warning: Some of the following images contain graphic material. Viewer discretion is advised. January 1: A man watches New Year's firew
4166,Article 4166,orks explode over Copacabana Beach in Rio de Janeiro. Leo Correa/AP January 4: House Speaker Nancy Pelosi and other Democratic congress
4167,Article 4167,women pose together outside the US Capitol. A record number of women elected to Congress were key to Democrats reclaiming the majority 
4168,Article 4168,"in the House. Erin Schaff/The New York Times/Redux January 14: A cargo plane crashed while landing at the Fath airport near Karaj, Iran"
4169,Article 4169,". The crash killed 15 people on board, according to Iranian state media. Hassan Shiravani/EPA-EFE/Shutterstock January 14: US President"
4170,Article 4170,"Donald Trump displays fast food for Clemson University's football team, which was at the White House to celebrate its national champion"
4171,Article 4171,"ship. The administration said Trump paid for the meal after much of the White House residence staff, including chefs, were furloughed b"
4172,Article 4172,"ecause of the government shutdown. The shutdown lasted 35 days, making it the longest government shutdown in US history. It began in la"
4173,Article 4173,te December after the White House and Congress were at an impasse over money for a border wall. Sarah Silbiger/The New York Times/Redux
4174,Article 4174,January 15: Diver Ocean Ramsey swims next to a great white shark near the Hawaiian island of Oahu. The shark was believed to be Deep Bl
4175,Article 4175,"ue, a 20-foot-long female shark that Ramsey had studied years ago in Mexico. It is believed to be one of the largest great whites on th"
4176,Article 4176,"e planet. Ramsey said her team had been monitoring tiger sharks feeding when Deep Blue made her surprise appearance. The divers ""spent "
4177,Article 4177,"the entire day with her till the sun went down,"" Ramsey wrote. @JuanSharks/Juan Oliphant/Oneoceandiving.com January 15: Civilians flee "
4178,Article 4178,"a hotel complex in Nairobi, Kenya, after armed men launched a deadly attack that killed at least 21 people. Kenyan security forces, see"
4179,Article 4179,"n here with guns, battled the extremists to retake control of the compound. Somali militant group Al-Shabaab claimed responsibility for"
4180,Article 4180,"the attack. Khalil Senosi/AP January 25: Roger Stone, a longtime Republican campaign adviser and confidant of US President Donald Trump"
4181,Article 4181,", walks out of a courthouse in Fort Lauderdale, Florida. Special counsel Robert Mueller and the US attorney for the District of Columbi"
4182,Article 4182,a accused Stone of lying to congressional investigators about his communications regarding WikiLeaks' publication of stolen emails mean
4183,Article 4183,"t to damage Hillary Clinton's presidential campaign in 2016. Stone pleaded not guilty to seven criminal charges of false statements, wi"
4184,Article 4184,tness tampering and obstruction of official proceedings. He was found guilty in November. Lynne Sladky/AP January 28: Members of a resc
4185,Article 4185,"ue team rest after returning from the site of a deadly dam collapse in Brumadinho, Brazil. Dozens of people were killed after the dam c"
4186,Article 4186,"rumbled at an iron ore mine, unleashing a muddy sea of debris that all but buried Brumadinho. Washington Alves/Reuters February 1: High"
4187,Article 4187,"school seniors preparing to join the Israeli military crawl along sand dunes at a privately run training camp in Herzliya, Israel. Oded"
4188,Article 4188,Balilty/AP February 5: House Speaker Nancy Pelosi and Vice President Mike Pence clap during President Donald Trump’s State of the Union
4189,Article 4189,"address. Because of the record-long government shutdown, Trump's speech came a week later than originally planned. Doug Mills/The New Y"
4190,Article 4190,"ork Times/Pool/Getty Images February 20: A Donald Trump mask is seen at Zhangzhen 33's Face Funkey studio in Wuhan, China. The artist a"
4191,Article 4191,lso made masks of North Korean leader Kim Jong Un ahead of the leaders’ summit in Vietnam. Wang He/Getty Images February 21: Media memb
4192,Article 4192,"ers photograph US Sen. Kamala Harris, a Democratic presidential candidate, and the Rev. Al Sharpton as they have lunch at Sylvia's Rest"
4193,Article 4193,aurant in New York. Harris ended her campaign in December. Bebeto Matthews/Pool/Getty Images February 21: Actor Jussie Smollett leaves 
4194,Article 4194,"a Chicago courthouse after he had been arrested on suspicion of filing a false police report. In January, Smollett told police he was a"
4195,Article 4195,"ttacked by two people who were ""yelling out racial and homophobic slurs"" — one of whom tied a rope around his neck and poured bleach on"
4196,Article 4196,"him. Police initially investigated the case as a possible hate crime, but they later said they believed the attack was staged by Smolle"
4197,Article 4197,"tt to bolster his profile and career. Smollett faced 16 felony disorderly conduct charges, but those charges were dropped after the act"
4198,Article 4198,"or forfeited his bail money and did community service. The prosecutor, First Assistant State's Attorney Joe Magats, said thousands of c"
4199,Article 4199,"ases have similar resolutions. Smollett has maintained his innocence, saying he would not put his family ""through a fire like this"" for"
4200,Article 4200,"a lie. Tannen Maury/EPA-EFE/Shutterstock February 24: From left, Mark Ronson, Lady Gaga and Anthony Rossomando react after winning the "
4201,Article 4201,"Academy Award for best original song. They won for the song ""Shallow,"" which Gaga performed with Bradley Cooper in the film ""A Star Is "
4202,Article 4202,"Born."" In pictures: The Academy Awards Eric McCandless/Getty Images February 26: Hasna'a Qatran, 6, lies next to the body of her sister"
4203,Article 4203,"as she waits to be rescued from the rubble of a bombed-out building in Khan Sheikhoun, Syria. Her sister, 3, died in the attack, as did"
4204,Article 4204,"her 1-year-old brother and a cousin, according to Anas al-Dyab, a White Helmets volunteer who took the photo of her and others at the s"
4205,Article 4205,cene. Al-Dyab himself was killed in an airstrike in July. He was 23. Anas al-Dyab/AFP/Getty Images March 5: An emotional R. Kelly stand
4206,Article 4206,"s up from his chair during an interview with ""CBS This Morning"" co-host Gayle King. The singer, who was indicted in February on 10 coun"
4207,Article 4207,"ts of aggravated criminal sexual abuse, continued to strongly deny the charges. King paused the interview to allow Kelly to regain his "
4208,Article 4208,"composure, and his publicist helped him calm down. Kelly also apologized for his outburst. Lazarus Jean-Baptiste/CBS March 7: A crab is"
4209,Article 4209,"trapped inside a discarded cup near Batangas City, Philippines. Noel Guevara/Greenpeace March 9: Members of the ShieldWall Network, a w"
4210,Article 4210,"hite nationalist group, burn a swastika and cross outside Atkins, Arkansas. Jim Urquhart/Reuters March 11: An inflatable sculpture by t"
4211,Article 4211,"he American artist KAWS rests on a dock at a Hong Kong shipyard. The sculpture, which measured 37 meters long (121 feet), later floated"
4212,Article 4212,in Victoria Harbour. Anthony Wallace/AFP/Getty Images March 14: A relative of a victim from Ethiopian Airlines Flight ET302 throws dirt
4213,Article 4213,"in her face as she mourns at the crash site near Bishoftu, Ethiopia. The plane crashed shortly after takeoff, killing all 157 on board."
4214,Article 4214,"Mulugeta Ayene/AP March 14: Former US Rep. Beto O'Rourke speaks to people at a coffee house in Burlington, Iowa. The Democrat from Texa"
4215,Article 4215,s announced that day that he would be running for president. He ended his campaign in November. Charlie Neibergall/AP March 14: Preside
4216,Article 4216,nt Donald Trump's shadow is seen behind House Speaker Nancy Pelosi during the Friends of Ireland Luncheon at the US Capitol. Olivier Do
4217,Article 4217,"uliery/Pool/Getty Images March 15: People are seen near the Linwood Mosque, one of two mosques that were attacked in Christchurch, New "
4218,Article 4218,Zealand. It was the worst mass shooting in New Zealand’s history. Dozens of people were killed and many others were seriously injured. 
4219,Article 4219,"Brenton Tarrant, a 28-year-old Australian, has been charged with 51 counts of murder and 40 counts of attempted murder. He has pleaded "
4220,Article 4220,"not guilty to all of the charges. His so-called manifesto, which was disseminated online ahead of the shooting, was filled with anti-im"
4221,Article 4221,migrant and anti-Muslim ideas. It directed users to a Facebook page that hosted a live stream of the attack. Stacey Squires/The Press/S
4222,Article 4222,"tuff NZ March 17: New Zealand Prime Minister Jacinda Ardern hugs a woman at the Kilbirnie Mosque in Wellington, New Zealand. It was two"
4223,Article 4223,"days after the mosque attacks in Christchurch. Less than a month later, New Zealand’s parliament voted 119-1 in favor of a ban on milit"
4224,Article 4224,ary-style semi-automatic weapons. Hagen Hopkins/Getty Images March 21: Three Boeing 737 MAX airplanes are parked on the tarmac at the B
4225,Article 4225,"oeing Factory in Renton, Washington. Many countries, including the United States, grounded the 737 MAXs following two fatal crashes in "
4226,Article 4226,a little more than five months. Lindsey Wasson/Reuters April 3: Actress Lori Loughlin is escorted to a federal court in Boston. She and
4227,Article 4227,"her husband, fashion designer Mossimo Giannulli, are among the parents who are accused of paying bribes for their children to attend so"
4228,Article 4228,me of the country's most prestigious universities. Loughlin and Giannulli have pleaded not guilty to charges of conspiracy to commit fr
4229,Article 4229,"aud and conspiracy to commit money laundering. Brian Snyder/Reuters April 6: Will Hyde, wearing a Chewbacca costume, carries a surfboar"
4230,Article 4230,"d across a beach in Scarborough, England. The town was hosting a sci-fi event over the weekend. Ian Forsyth/Getty Images"
4231,Article 4231,April 8: A trader works on the floor of the New York Stock Exchange. Brendan McDermid/Reuters April 10: Researchers at the National Sci
4232,Article 4232,"ence Foundation announce that this is the first-ever picture of a black hole. The black hole is in the center of M87, a massive galaxy "
4233,Article 4233,near the Virgo galaxy cluster 55 million light-years from Earth. It has a mass that is 6.5 billion times that of our sun. National Scie
4234,Article 4234,nce Foundation/Getty Images April 11: WikiLeaks founder Julian Assange gestures to the media after arriving at a court in London. Earli
4235,Article 4235,"er in the day, police entered the Ecuadorian Embassy to detain Assange, who had been holed up at the embassy for the last seven years. "
4236,Article 4236,"Assange, who had his asylum revoked by Ecuador, was charged with ""failing to surrender to the court"" over a warrant issued in 2012. Ass"
4237,Article 4237,"ange has been a key figure in major leaks of classified government documents, cables and videos. He has repeatedly denied any wrongdoin"
4238,Article 4238,"g. Jack Taylor/Getty Images April 12: A Huawei employee rests under his cubicle during his lunch break in Shenzhen, China. This is a co"
4239,Article 4239,"mmon practice at many workplaces in China, said photographer Kevin Frayer. Take a rare look inside Huawei, China’s tech giant Kevin Fra"
4240,Article 4240,yer/Getty Images April 15: Smoke and flames rise from the Notre Dame Cathedral in Paris. A catastrophic fire engulfed the 850-year-old 
4241,Article 4241,"structure, destroying its iconic spire and roof. Francois Guillot/AFP/Getty Images April 18: Two gorillas, Ndakazi and Ndeze, mimic hum"
4242,Article 4242,"an behavior in this selfie taken by Mathieu Shamavu, a worker at Virunga National Park in the Democratic Republic of Congo. ""Those gori"
4243,Article 4243,"lla gals are always acting cheeky so this was the perfect shot of their true personalities!"" the park said on Instagram. Mathieu Shamav"
4244,Article 4244,u/Virunga National Park April 22: Three new photos of Britain's Prince Louis were released ahead of his first birthday. The photos were
4245,Article 4245,"taken by his mother Catherine, the Duchess of Cambridge, and they show him outside the family's country residence in Anmer, England. Th"
4246,Article 4246,"e Duchess of Cambridge/Getty Images April 23: Scientists perform a necropsy on a beached gray whale in Tiburon, California. Over a mont"
4247,Article 4247,"hlong span, seven whales had washed up on the shores of San Francisco Bay and along the coast. It was determined that four died from ma"
4248,Article 4248,lnutrition and three were struck by ships. Justin Sullivan/Getty Images April 23: Harshani Sriyani weeps over the body of her daughter 
4249,Article 4249,"who was killed in the Easter Sunday bombings in Sri Lanka. A wave of suicide bombings hit churches and hotels across the country, killi"
4250,Article 4250,ng more than 250 people. Eranga Jayawardena/AP April 25: North Korean leader Kim Jong Un and Russian President Vladimir Putin pass by g
4251,Article 4251,"uards during a meeting in Vladivostok, Russia. It was their first-ever meeting, and it came two months after talks between Kim and US P"
4252,Article 4252,resident Donald Trump ended abruptly without an agreement. Yuri Kadobnov/Pool/AP April 25: Pusha the cat plays with one of the four orp
4253,Article 4253,"han squirrels she adopted at a park in Bakhchisaray, Crimea. Alexey Pavlishak/Reuters May 1: Naruhito, Japan's new Emperor, receives th"
4254,Article 4254,"e imperial regalia after ascending to the throne. He was replacing his father, Akihito, who abdicated a day earlier. Japan Pool/AP"
4255,Article 4255,"May 1: This aerial photo shows buildings in Pemba, Mozambique, that were damaged by Cyclone Kenneth. Kenneth was the second powerful st"
4256,Article 4256,orm to hit southeast Africa in five weeks. Mike Hutchings/Reuters May 1: US Attorney General William Barr arrives on Capitol Hill to te
4257,Article 4257,stify before the Senate Judiciary Committee. Barr expressed no regrets over his handling of special counsel Robert Mueller's report on 
4258,Article 4258,Russian interference in the 2016 presidential election. He also pushed back on accusations that he had helped President Donald Trump cl
4259,Article 4259,"aim ""total exoneration"" after the Mueller investigation ended. ""I didn't exonerate. I said that we did not believe that there was suffi"
4260,Article 4260,"cient evidence to establish an obstruction offense, which is the job of the Justice Department,"" Barr said. Susan Walsh/AP"
4261,Article 4261,"May 5: Israel's aerial defense system fires interception missiles to take out rockets that were fired from Gaza near Asheklon, Israel. "
4262,Article 4262,"A violent weekend saw some of the worst fighting between Israelis and Palestinian militants since 2014, when full-blown war broke out. "
4263,Article 4263,"Amir Cohen/Reuters May 6: Anailin Nava, 2, suffers from severe malnutrition in Toas Island, Venezuela. Through nearly a decade of misma"
4264,Article 4264,"nagement, Venezuela has squandered its profound oil wealth, leaving its economy in tatters and Latin America reeling from a mass exodus"
4265,Article 4265,"of migrants in search of food and medicine. These shortages, which also include staples such as milk, flour and toilet paper, have been"
4266,Article 4266,"exacerbated by sanctions imposed by the United States and its allies. Millions of people have fled Venezuela since 2014, according to t"
4267,Article 4267,"he United Nations. They are also fleeing because of rolling blackouts, rising unemployment and soaring violent crime. Meridith Kohut/Th"
4268,Article 4268,"e New York Times/Redux May 6: Michael Cohen, a former attorney for US President Donald Trump, leaves his home in New York. He was heade"
4269,Article 4269,d to federal prison to begin serving a three-year sentence that resulted from two cases. John Taggart/The New York Times/Redux
4270,Article 4270,May 7: These cadets are among the 34 African-American women who graduated from the United States Military Academy at West Point. It's t
4271,Article 4271,"he largest class of African-American women to graduate together, West Point spokesman Frank Demaro said. Cadet Hallie H. Pound/US Army/"
4272,Article 4272,"AP May 7: Students are escorted to buses following a shooting at their school in Highlands Ranch, Colorado. One student, 18-year-old Ke"
4273,Article 4273,"ndrick Castillo, was killed trying to stop the shooting. Eight other students were wounded. Two suspects, both students, were taken int"
4274,Article 4274,o custody. Hyoung Chang/MediaNews Group/The Denver Post/Getty Images May 8: Britain's Queen Elizabeth II looks at her new great-grandch
4275,Article 4275,"ild, Archie. Archie is the first child of Prince Harry, second from left, and his wife Meghan, the Duchess of Sussex. Prince Philip is "
4276,Article 4276,"on the far left. Meghan's mother, Doria Ragland, is next to her at right. Chris Allerton/Sussex Royal/Getty Images May 15: Migrants are"
4277,Article 4277,"seen outside the US Border Patrol station in McAllen, Texas. It and other Border Patrol stations were being stressed with overcrowding."
4278,Article 4278,"When agents get backlogged with processing, indoor holding areas get full, forcing people to wait outside. See more photos of the condi"
4279,Article 4279,"tions at the McAllen Border Patrol station Loren Elliott/Reuters May 16: Health workers carry an Ebola victim’s coffin in Butembo, a ci"
4280,Article 4280,ty at the epicenter of the outbreak in the Democratic Republic of Congo. John Wessels/AFP/Getty Images May 17: People celebrate outside
4281,Article 4281,the Legislative Yuan after Taiwan approved a bill legalizing same-sex marriage. Tyrone Siu/Reuters May 18: People in Gaza City break th
4282,Article 4282,eir Ramadan fast near a building that had been recently destroyed by an Israeli airstrike. Ibraheem Abu Mustafa/Reuters May 20: A torna
4283,Article 4283,"do appears on the outskirts of Mangum, Oklahoma. Scores of strong storms and suspected tornadoes swept through the central United State"
4284,Article 4284,s that week. Brett Conner/ZUMA Wire May 22: A photo taken by climber Nirmal Purja's Project Possible expedition shows heavy traffic of 
4285,Article 4285,mountain climbers lining up to stand at Mount Everest's summit. Two mountaineers died on Everest after crowds became stuck in a line le
4286,Article 4286,ading to the summit of the world's highest mountain. @nimsdai/Project Possible May 24: British Prime Minister Theresa May tears up as s
4287,Article 4287,"he announces her resignation in London. May said she deeply regretted not being able to deliver Brexit, the issue that brought her to p"
4288,Article 4288,ower in 2016 and consumed her premiership. Toby Melville/Reuters May 25: Members of the US Army's Golden Knights parachute team perform
4289,Article 4289,"during the Bethpage Air Show, which was part of a Memorial Day weekend event on Long Island, New York. Johnny Milano/Reuters"
4290,Article 4290,"May 28: Residents sort through damaged apartments in Trotwood, Ohio. At least three tornadoes were believed to have caused severe damag"
4291,Article 4291,"e in the region. John Minchillo/AP May 30: Melania Geymonat and her partner, Chris, are bloodied after they were beaten in a homophobic"
4292,Article 4292,"attack on a London bus. The Metropolitan Police said four males, aged between 15 and 18, were arrested on suspicion of robbery and caus"
4293,Article 4293,"ing grievous bodily harm. They were later charged with an aggravated hate crime under the Public Order Act. London's mayor, Sadiq Khan,"
4294,Article 4294,"condemned the incident, saying it was a ""disgusting, misogynistic attack.” In August, the teenage suspects pleaded not guilty to a char"
4295,Article 4295,ge of causing harassment by using threatening or abusive words or behavior. Courtesy Melania Geymonat May 31: The eight co-champions of
4296,Article 4296,"this year's Scripps National Spelling Bee celebrate their win in Oxon Hill, Maryland. The unprecedented result came after organizers sa"
4297,Article 4297,"id they ran out of challenging words. Susan Walsh/AP June 1: A guardsman, apparently overcome by heat, faints during rehearsals for the"
4298,Article 4298,Trooping the Colour event in London. He was later helped to his feet. Will Oliver/EPA-EFE/Shutterstock June 5: A ground squirrel nuzzle
4299,Article 4299,"s a sunflower in Vienna, Austria. Courtesy Dick van Duijn June 7: A seagull swoops in and steals Alicia Jessop’s lobster roll in York, "
4300,Article 4300,"Maine. ""This is why we can’t have nice things,” the sports law professor tweeted. “I was trying to take a picture of the lobster roll I"
4301,Article 4301,"ordered in Maine and well, this happened.” Courtesy Alicia Jessop June 11: Prominent Russian investigative journalist Ivan Golunov beco"
4302,Article 4302,mes emotional while speaking to the media as he leaves an Investigative Committee building in Moscow. All charges against Golunov were 
4303,Article 4303,dropped after his detention sparked public outrage and an outpouring of journalistic solidarity. Shamil Zhumatov/Reuters
4304,Article 4304,June 12: Police stand in a cloud of tear gas as protesters disperse after a demonstration turned violent in the Frayser community of Me
4305,Article 4305,"mphis, Tennessee. According to police, at least 36 officers and deputies were injured in the scuffle. The turmoil stemmed from outrage "
4306,Article 4306,after US marshals shot and killed 20-year-old Brandon Webber after he allegedly tried to use his vehicle as a weapon when officers atte
4307,Article 4307,mpted to arrest him. Jim Weber/Daily Memphian/AP June 13: Outgoing White House press secretary Sarah Sanders hugs US President Donald T
4308,Article 4308,"rump after the surprise announcement that Sanders would be leaving her position at the White House. ""I couldn't be prouder to have the "
4309,Article 4309,"opportunity to serve my country and particularly to work for this President,"" Sanders said. ""I've loved every minute — even the hard mi"
4310,Article 4310,nutes.” Evan Vucci/AP June 13: Sled dogs travel through melted ice water in northwest Greenland. Greenland's melt season typically begi
4311,Article 4311,"ns around the end of May. This year, it began at the start. Steffen M. Olsen/Danmarks Meteorologiske Institut/AP June 16: People march "
4312,Article 4312,in the streets of Hong Kong to protest a controversial extradition bill. Critics feared the bill would allow citizens to be sent across
4313,Article 4313,"the border into mainland China. Hong Kong Chief Executive Carrie Lam withdrew the bill on September 4, but she refused to give ground o"
4314,Article 4314,"n protesters' four other demands, which include greater democracy for the city and an independent commission into police conduct. Vince"
4315,Article 4315,"nt Yu/AP June 17: An armed man, identified by officials as Brian Isaack Clyde, is seen outside the Earle Cabell Federal Building in Dal"
4316,Article 4316,"las. The photo was taken by Tom Fox, a photographer with the Dallas Morning News who was there to cover a trial. The gunman opened fire"
4317,Article 4317,but was fatally shot by law enforcement before he got a chance to enter the building. Tom Fox/The Dallas Morning News June 17: A stray 
4318,Article 4318,"polar bear is seen in the industrial city of Norilsk, Russia, hundreds of miles from its usual habitat. The last time a polar bear appe"
4319,Article 4319,"ared near Norilsk was more than 40 years ago, Anatoly Nikolaichuk, head of the Taimyr Department of the State Forest Control Agency, to"
4320,Article 4320,ld Russian state news agency TASS. Irina Yarinskaya/Zapolyarnaya Pravda/Reuters June 18: A rare formation of clouds wowed onlookers at 
4321,Article 4321,Virginia's Smith Mountain Lake. Courtesy Amy Christie Hunter June 18: US President Donald Trump officially launches his reelection camp
4322,Article 4322,aign with a rally in Orlando. His speech made clear that he plans to run on the same formula that narrowly delivered him the presidency
4323,Article 4323,"in 2016. Mandel Ngan/AFP/Getty Images June 19: Former White House communications director Hope Hicks, once President Donald Trump's clo"
4324,Article 4324,"sest West Wing confidante, leaves Capitol Hill after a closed-door interview with the House Judiciary Committee. She wasn't responding "
4325,Article 4325,"to any questions about her time at the White House, but she was answering questions about her time on the Trump campaign, which is not "
4326,Article 4326,"covered by executive privilege. Andrew Harnik/AP June 22: This image, taken from the International Space Station, shows a plume of ash "
4327,Article 4327,"from the Raikoke volcano. Raikoke is an uninhabited island in the Pacific Ocean, off the coasts of Russia and Japan. NASA"
4328,Article 4328,"June 24: The bodies of Salvadoran migrant Oscar Alberto Martínez and his nearly 2-year-old daughter, Angie Valeria, lie on the bank of "
4329,Article 4329,"the Rio Grande near Matamoros, Mexico. They drowned trying to cross the river to Brownsville, Texas. The shocking image was a grim remi"
4330,Article 4330,nder of the dangerous journey migrants take to get to the United States. Julia Le Duc/AP June 26: The International Space Station flies
4331,Article 4331,"in front of the sun in this photo taken near Gyongyos, Hungary. Peter Komka/EPA-EFE/Shutterstock June 27: During the first Democratic p"
4332,Article 4332,"residential debate, US Sen. Kamala Harris confronts former Vice President Joe Biden, left, on comments he made about working with segre"
4333,Article 4333,gationists in the 1970s. She raised the issue while talking about race and recalling her own childhood. At center is US Sen. Bernie San
